120313225,spanish,2022.07.09 08:18,❌,✅,0.5,0,malardo,malardo
120126756,polish,2022.07.06 00:53,❌,✅,0.5,0,zjebana mechanika i chuj,fucked up mechanics and shit
120001185,turkish,2022.07.03 20:28,✅,✅,0.5,0,"how the go fast
",
119792334,spanish,2022.06.31 04:16,❌,✅,0.5,0,una mierda total,total shit
119268513,french,2022.06.22 20:27,❌,✅,0.6153846383,6,ce jeu c'est de l'arnaque ne l'acheter pas !!!,"This game is a scam, don't buy it!!!"
118360696,brazilian,2022.06.07 06:07,❌,✅,0.6000000238,11,OLHA...CS GO TA DE GRAÇA E ESSA MERDA É PAGA CÓPIA PAGA DE ALGO BARATO!,LOOK...CS GO IS FREE AND THIS SHIT IS A PAID COPY OF SOMETHING CHEAP!
118300895,english,2022.06.06 07:51,❌,✅,0.5,0,This game is just BAD,This game is just BAD
117803502,english,2022.05.28 20:47,❌,✅,0.5,0,im not that mad because i got it for 3 euros but money is money and sorry but this game sucks,im not that mad because i got it for 3 euros but money is money and sorry but this game sucks
116442995,turkish,2022.05.04 01:45,✅,❌,0.4655870199,1,Sikim gibi oyun almayın paranıza yazık,
115825369,greek,2022.04.22 08:39,✅,✅,0.5,0,This game was rly buggy when i bought it a couple years ago but it doesn't seem to be as bad now,
115755606,brazilian,2022.04.21 02:06,❌,✅,0.5454545617,6,mn esse jogo e uma procaria. nao e igual ao de cell,mn this game is rubbish. it's not like cell
115495725,turkish,2022.04.15 16:30,❌,✅,0.533898294,5,Aldığıma Pişman Oldum Ben Aldım Siz Almayın,
115305157,brazilian,2022.04.11 19:59,❌,✅,0.5,0,"Foram os 6 conto mais mal gastos da minha vida se você está pensando em comprar, não compre.","It was the worst spent 6 bucks of my life. If you are thinking about buying it, don't."
115162029,czech,2022.04.08 20:16,❌,✅,0.5,0,doent look like on the pictures dont buy it,don't look like on the pictures don't buy it
114951955,english,2022.04.05 00:05,❌,✅,0.6447793245,10,"don't get it, it's not what you think it is. (I buyed it......13 minutes later..., refund!!!!)","don't get it, it's not what you think it is. (I buyed it......13 minutes later..., refund!!!!)"
114848149,english,2022.04.02 22:56,❌,✅,0.5,0,This game is horrible. do not buy it. terrible controls. its really sad,This game is horrible. do not buy it. terrible controls. its really sad
114744707,spanish,2022.04.01 02:00,❌,✅,0.5,0,"NO SE LO COMPREN, nada que ver a lo que puedes ver en el telefono, no se puede correr, ir rapido, ni saltar alto se puede","DO NOT BUY IT, nothing to do with what you can see on the phone, you can't run, go fast, or jump high."
114736496,hungarian,2022.03.30 22:54,✅,✅,0.5217391253,2,SZAAAAAAAAAAAAAR KÉREM VISSZA A PÉNZEM,
114695722,brazilian,2022.03.30 06:36,❌,✅,0.592592597,11,"NÃO COMPRA, NAO É PQ O DE CELULAR É BOM Q ESSA TB VAI SER, OS JOGUIN DO CLICK JOGOS É MELHOR Q ISSO, NO JOGO N TEM CM PEGAR VELOCIDADE E ALEM DISSO O BONECO É TODO TRAVADO.","DON'T BUY IT, IT'S NOT BECAUSE THE CELL PHONE ONE IS GOOD THAT THIS ONE WILL BE THE SAME, THE CLICK GAMES ARE BETTER THAN THIS, IN THE GAME YOU CAN'T GET ANY SPEED AND THE DOLL IS COMPLETELY LOCKED."
114354868,brazilian,2022.03.23 23:20,❌,✅,0.5238095522,1,"esse jogo é horrivel comprei atoa  ele nao da pra passar do primeiro pulo porque nao dá velocidade
","This game is horrible, I bought it for nothing, you can't get past the first jump because it doesn't give you speed."
114141205,german,2022.03.19 23:37,❌,✅,0.5,0,"Bhop Pro ist ein eher schlechtes Spiel für den PC. Ich habe dieses spiel auf dem Handy und es läuft super. Da dieses ""gleiche"" spiel alles andres als gut ist kann ich es euch auch nicht empfehlen.","Bhop Pro is a rather poor game for the PC. I have it on my phone, and it runs great. Since this ""same"" game is anything but good, I can't recommend it to you either."
113953194,russian,2022.03.16 18:36,❌,✅,0.5,0,Черный экран и музыка на заднем плане не работает,Black screen and background music not working
113844293,russian,2022.03.14 19:17,❌,❌,0.5,0,ГОВНО МАМОНТА,MAMMOTH SHIT
113726243,english,2022.03.12 09:52,❌,❌,0.5,0,DONT GET IT JUST DONT!!,DONT GET IT JUST DONT!!
113548685,brazilian,2022.03.09 03:40,❌,✅,0.5,0,"Muito ruim 20,69 reais jogado no lixo não comprem é só perda de dinheiro","Very bad 20.69 reais thrown in the trash, don't buy it, it's just a waste of money"
113441073,english,2022.03.06 22:23,❌,✅,0.5,0,i wasted my money for no reason SUCKS AND BAD,i wasted my money for no reason SUCKS AND BAD
113428734,english,2022.03.06 17:39,✅,✅,0.5,0,nice,nice
113251215,spanish,2022.03.03 05:24,❌,✅,0.5,0,es malisimo,it's terrible
113123496,brazilian,2022.02.31 20:20,❌,✅,0.5217391253,7,não compre nunca!,never buy!
112303003,polish,2022.02.16 22:34,❌,✅,0.5,0,oddajcie mi hajs,give me my money back
112265409,brazilian,2022.02.16 05:00,❌,✅,0.5,0,Péssimo,Terrible
111816642,english,2022.02.08 21:58,❌,✅,0.5,0,TRASH,TRASH
111705071,french,2022.02.07 01:16,❌,✅,0.6764705777,11,"Le jeu est une tromperie, autant la version mobile est sympa, sans plus, autant ici les serveurs sont gérés par les joueurs, donc si le host quiite c'est niqué. D'ailleurs le jeu est tellement à chier qu'absolument aucun joueur ne joue (voir steamcharts).
De plus les images de présentation sont trompeuses, il n'y a qu'une seule carte avec différents obstacles, avec une seule et même texture, un putain de mur en briques.","The game is a deception. While the mobile version is nice, nothing special, here the servers are player-managed, so if the host quits, it's screwed. In fact, the game is so crappy that absolutely no players play (see Steamcharts).
Furthermore, the presentation images are misleading; there's only one map with different obstacles, with a single texture: a fucking brick wall."
111693187,french,2022.02.06 21:54,❌,✅,0.6540880799,9,de l'arnaque,of the scam
111200322,brazilian,2022.01.28 03:40,❌,✅,0.5,0,JOGO MUITO RUIM,VERY BAD GAME
110883691,spanish,2022.01.24 18:14,❌,✅,0.5,0,es muy malo no lo compren xd,"It's very bad, don't buy it xd"
110607630,brazilian,2022.01.20 08:48,❌,✅,0.5,7,MUITO RUIM NAO RECOMENDO VC VAI GASTAR DINHEIRO ATUA SE VC COMPRAR!,VERY BAD I DO NOT RECOMMEND YOU WILL SPEND MONEY IF YOU BUY IT!
110607267,english,2022.01.20 08:38,❌,✅,0.5,0,it is a boring game,it is a boring game
110599377,schinese,2022.01.20 05:23,❌,✅,0.5,0,垃圾，这破游戏还不值我花的钱。,"This is garbage, not worth my money."
109364222,portuguese,2022.01.03 06:42,❌,✅,0.5416666865,3,"nao gostei mesmo tendo gastado so 6,00RS neste jogo nao da de jogar o jogo so foi feito para celular nao tem oque fazer no computador espero rembolso","I didn't like it even though I only spent 6.00RS on this game. I can't play the game, it was only made for cell phones. There's nothing to do on the computer. I hope for a refund."
108990321,english,2022.00.29 07:04,❌,✅,0.6257303357,10,so bad so trash literally the worst game on earth i really didnt know its gonna be this bad also no players no nothing this is the worst game on earth i rather buy a dlc for a game i dont even own,so bad so trash literally the worst game on earth i really didnt know its gonna be this bad also no players no nothing this is the worst game on earth i rather buy a dlc for a game i dont even own
108320189,turkish,2022.00.19 15:00,❌,✅,0.5,0,Oyun aşırı kötü para vermeyin verdim pişman oldum iade süresini bekliyorum zıplayınca hızlanma yok oyunda hızlanma gibi olay yok mobil hali daha iyi,
108148349,polish,2022.00.16 20:45,❌,❌,0.5,0,oddawajcie mi hajs,give me back my money
108075132,english,2022.00.15 22:20,❌,❌,0.5,0,this game SUCKS.,this game SUCKS.
107809148,czech,2022.00.11 22:56,❌,✅,0.5,0,boring,boring
107743109,english,2022.00.10 21:46,❌,✅,0.5,0,so Bad I Wasted My own Money Id Rather Play it on cs go,so Bad I Wasted My own Money Id Rather Play it on cs go
107239918,czech,2022.00.03 22:17,❌,✅,0.5840316415,6,GIVE ME MY MONEY BACK!,GIVE ME MY MONEY BACK!
106447311,english,2021.11.25 00:17,❌,✅,0.5,0,terrible,terrible
106379153,turkish,2021.11.24 00:42,❌,❌,0.5546558499,5,Çok kötü almayın,
105836747,german,2021.11.15 01:04,❌,✅,0.4782608747,2,It´s trash don´t buy it,It´s trash don´t buy it
105746900,english,2021.11.13 08:25,❌,✅,0.5,0,"I VELOCITY CAN""T GO OVER 500 SO IT IS IMPOSSIBLE TO BEAT THE GAME","I VELOCITY CAN""T GO OVER 500 SO IT IS IMPOSSIBLE TO BEAT THE GAME"
105448713,schinese,2021.11.08 10:15,❌,❌,0.5,0,不好玩，垃圾游戏。,"Not fun, rubbish game."
105356302,polish,2021.11.06 18:35,❌,✅,0.6000000238,8,oddajcie moje pieniądze gra jest parenaście razy gorsza niż myślałem nie da się przejść nawet jednego poziomu gra mobilna jest dużo lepsza,"Give me my money back, the game is a dozen times worse than I thought, you can't even get through a single level, the mobile game is much better"
104024931,english,2021.10.26 10:41,❌,❌,0.4967320263,4,GAMES TRASH AND REALLY HARD DONT BUY,GAMES TRASH AND REALLY HARD DONT BUY
102945090,russian,2021.10.17 20:48,❌,✅,0.5401848555,7,говно залупа пенис хер,"shit, dick, penis, cock"
102780421,spanish,2021.10.14 20:25,❌,✅,0.5652173758,4,NO LO COMPREN EL JUEGO ES UNA MIERDA... no es nada de lo que esperaba me siento estafado por suerte yo lo compre a 34 pesos argentinos y no 125 que es lo que esta el juego,"DO NOT BUY IT, THE GAME IS CRAP... it is nothing like what I expected, I feel scammed, luckily I bought it for 34 Argentine pesos and not 125, which is what the game is worth."
102686684,english,2021.10.13 08:10,✅,✅,0.5712243915,26,"this game is so shit it doesnt even start
","this game is so shit it doesnt even start
"
102563833,latam,2021.10.11 04:26,❌,✅,0.5634920597,3,una cagada total pero asi una surradota bien cagada del tamaño de una montaña,a total mess but a really big mess the size of a mountain
102555824,turkish,2021.10.11 00:36,❌,✅,0.673682034,17,Olm Telefondaki Gibi Beliyordum Bi Hevesle Satın Aldım Anasını...,
101966118,turkish,2021.09.31 18:33,❌,✅,0.5,0,oynayan mal,
101955649,schinese,2021.09.31 15:39,❌,✅,0.5,0,WORST GAME EVER,WORST GAME EVER
101838614,english,2021.09.30 00:38,❌,✅,0.4799999893,2,this game trash,this game trash
100426569,russian,2021.09.03 13:45,❌,✅,0.5,0,"игра не стоит этих денег токо 99 р
","The game isn't worth the money, it's only 99 rubles.
"
99750914,spanish,2021.08.21 23:13,❌,✅,0.5416666865,4,"AYUDAAAA COMO ME DEVUELVEN EL DINERO
 
ME SIENTO ESTAFADO","HELP, HOW DO I GET MY MONEY BACK?

I FEEL SCAMMED"
97489088,spanish,2021.07.13 18:40,❌,✅,0.5,0,"es una mierda
ta mejor el de celu","It's crap
The cell phone one is better"
96831793,english,2021.07.03 00:22,❌,✅,0.4761904776,1,"its bad
","its bad
"
96512535,danish,2021.06.28 15:44,❌,✅,0.5,0,det kan ikke spilles,
95857255,turkish,2021.06.16 22:34,❌,✅,0.4872881174,1,BOK GİBİ,
92797443,turkish,2021.04.29 17:23,❌,✅,0.5597712994,9,Oyunu büyük bir heyecan ile aldım hareket mekanizması çok kötü kesinlikle heves etmeyin almayın,
92370623,english,2021.04.21 22:56,❌,✅,0.6239316463,11,GIVE ME MY MONEY BACK!,GIVE ME MY MONEY BACK!
91458137,schinese,2021.04.05 08:45,✅,✅,0.5406032205,5,我是傻逼,I'm an idiot
91350349,turkish,2021.04.03 16:21,❌,❌,0.4761905074,1,"Bunu alacağınıza yemek söyleyin daha iyi olur.
",
91326394,english,2021.04.03 05:14,❌,✅,0.5652173758,4,What the fuck no it sucks,What the fuck no it sucks
90740048,russian,2021.03.22 21:36,❌,✅,0.5,0,Отврацительная игра не тратъти деньги полное го.вно,"Disgusting game, don't waste your money, complete crap"
89884753,english,2021.03.07 17:13,❌,✅,0.5360186696,4,its nothing like other people told me about it its not worth it.,its nothing like other people told me about it its not worth it.
89821287,spanish,2021.03.06 14:57,❌,✅,0.5343284011,6,malardo petrdo este juegardo asheeee,Malardo petrdo this player asheeee
88725005,bulgarian,2021.02.19 23:59,❌,✅,0.5,1,"i cant earn more than 500 velocity please fix you god damn game
please",
88552184,english,2021.02.16 23:41,✅,✅,0.4692532718,5,hi,hi
88233293,english,2021.02.11 12:42,❌,❌,0.5646474361,7,"it super bad cant get over 500 volocity
","it super bad cant get over 500 volocity
"
88202961,brazilian,2021.02.10 22:09,❌,✅,0.4411764741,10,não gostei,I didn't like it
87007010,russian,2021.01.19 11:15,❌,✅,0.5,1,Лучше на телефон скачать,It's better to download it to your phone.
86733483,russian,2021.01.15 22:07,❌,✅,0.4545454681,0,ужас,horror
86674302,english,2021.01.15 05:31,❌,✅,0.6436474323,14,This game is complete dog pls don't buy it not worth the money,This game is complete dog pls don't buy it not worth the money
86429703,english,2021.01.12 03:49,❌,✅,0.5754182935,7,"it is so bad
","it is so bad
"
86419121,english,2021.01.12 00:06,❌,✅,0.5577557683,4,"THIS IS THE WORST GAME EVER I WNAT A REFUND
","THIS IS THE WORST GAME EVER I WNAT A REFUND
"
86372805,spanish,2021.01.11 06:46,❌,✅,0.7897883058,49,hoy a la mañana me fui al baño y cague un sorete que era mas lindo que este juego,This morning I went to the bathroom and shit a lot that was prettier than this game.
86041169,english,2021.01.06 06:01,❌,✅,0.6762315035,18,this game is nothing like most people say about it,this game is nothing like most people say about it
85998925,russian,2021.01.05 15:25,✅,✅,0.4763779342,2,игра для паркуристов кто паркущик сюда,Parkour game: Who's the parker here?
85725414,english,2021.01.01 03:41,❌,✅,0.5454545617,3,I don't recommend buying this because you can get your velocity higher than 500 and you can't even sprint I absolutely hate wasting my money on this.,I don't recommend buying this because you can get your velocity higher than 500 and you can't even sprint I absolutely hate wasting my money on this.
85641342,english,2021.00.30 22:17,✅,✅,0.4390862882,5,this is a good game this makes your brain more focused it really is a stressful game but you will be a goat once you master it,this is a good game this makes your brain more focused it really is a stressful game but you will be a goat once you master it
85612149,russian,2021.00.30 13:03,❌,✅,0.502389133,8,"Эта игра не стоит своих денег, не кому не советую покупать. Механика Bhop,a очень странная, плюс в игру не кто не играет","This game isn't worth the money, and I wouldn't recommend it to anyone. The Bhop mechanics are really weird, and no one plays it."
85549938,spanish,2021.00.29 13:44,❌,✅,0.5199999809,5,no se puede correr es una mierda,you can't run it's shit
84913953,english,2021.00.18 18:47,❌,✅,0.5329601169,4,not worth the money,not worth the money
84696145,english,2021.00.15 02:41,❌,✅,0.6271480322,10,this game is literally dog shit. its so bad don't buy this its not even worth 4 dollars.,this game is literally dog shit. its so bad don't buy this its not even worth 4 dollars.
84585047,english,2021.00.13 05:34,❌,✅,0.5,0,THIS GAME IS A WAIST OF CASH DON'T EVEN BUY IT YOU WILL GET  SCAMMED YOU CAN'T EVEN DO SPEED RUNS OR GO FAST,THIS GAME IS A WAIST OF CASH DON'T EVEN BUY IT YOU WILL GET  SCAMMED YOU CAN'T EVEN DO SPEED RUNS OR GO FAST
84515946,english,2021.00.12 01:39,✅,✅,0.5616452694,18,"well, i had a problem though it may be cause my pc is super crap. but as soon as i got in i had to spend an hour fixing my pc cause task manager wouldnt close it.","well, i had a problem though it may be cause my pc is super crap. but as soon as i got in i had to spend an hour fixing my pc cause task manager wouldnt close it."
84444898,latam,2021.00.10 22:16,❌,✅,0.5416666865,3,"pesimo juego, malisima jugabilidad, no va fluido a la hora de intentar hacer bunny hop, le faltan muchas mecanicas para que realmente sea para bunnear, sinceramente no lo recomiendo los controles son muy toscos a la hora de jugar comprense otro juego mejor","Terrible game, terrible gameplay, it doesn't run smoothly when trying to bunny hop, it lacks many mechanics to really make it bunning, I honestly don't recommend it, the controls are very rough when playing, find another better game"
84440259,polish,2021.00.10 20:54,❌,✅,0.4573002756,5,"oddawac mi moją kase
","give me my money back
"
84235844,spanish,2021.00.07 22:08,❌,✅,0.694444418,17,NO ME GUSTA NADA LO QUIERO RENVOLSAR,I DON'T LIKE ANYTHING I WANT TO RETURN IT
83974434,russian,2021.00.04 13:15,❌,❌,0.5,1,ну такое),"well, that's it)"
83613242,english,2020.11.31 05:20,✅,✅,0.5000261664,8,its ok but  donno why my velocity can only go up to 500 and very hard,its ok but  donno why my velocity can only go up to 500 and very hard
82642609,czech,2020.11.18 23:12,❌,✅,0.3928571343,1,Nikdo si to nekupujte vudec se to nepodoba cs go,Nobody buy it because it doesn't look like cs go
81419987,russian,2020.11.02 00:40,✅,✅,0.5,0,"Играешь в кс го? Не умеешь бхопить (прыгать) тогда эта игра для тебя. Дабы после напряжных игр зайти и расслабиться попорыгать. Это я бы сказал игра тренажер где так же можно резать ножом (убивать противника), но если только ты его догонишь!)

Рекомендую! 
","Do you play CS:GO? If you don't know how to bhop, then this game is for you. It's perfect for relaxing after a tough game and having a good laugh. I'd say it's a training game where you can also slash (kill your opponent), but only if you catch up with them!

I recommend it!
"
79939193,brazilian,2020.10.26 00:40,✅,✅,0.470588237,16,"MUito bom,
","Very good,
"
79772103,english,2020.10.25 00:43,❌,✅,0.7281129956,49,Guys Plz dont gett this this game is litteralk trash not worth the money,Guys Plz dont gett this this game is litteralk trash not worth the money
78296646,turkish,2020.09.28 21:11,❌,✅,0.7089458108,24,Oyunu çok güzel bir heyecanla aldım ama maalesef çok berbat almanızı tavsiye etmem. Ama geliştirilirse çok güzel olabilir.,
77874856,schinese,2020.09.20 19:21,❌,✅,0.5735238194,5,这个根本就不是cs的引擎，没有蹲，没有起跳加速，旋转手感也不对，已退款。,"This is not a CS engine at all. There is no squat, no jump acceleration, and the rotation feel is not right. A refund has been issued."
77205399,spanish,2020.09.08 04:48,❌,✅,0.400000006,3,ALGUIEN SABE CON QUE TECLA SE TOCA,Does anyone know which key to play?
77068120,schinese,2020.09.05 12:53,❌,✅,0.5154185295,2,不好玩,Not fun
76446732,brazilian,2020.08.24 00:08,❌,✅,0.4117647111,5,SUPER RUIM NAO RECOMEDO,SUPER BAD I DO NOT RECOMMEND
75847345,russian,2020.08.12 16:20,❌,✅,0.4694652259,3,говно,shit
75167356,german,2020.07.30 17:39,❌,✅,0.6370725632,11,"Kein plan, ist müll","No plan, it's garbage"
75020381,german,2020.07.27 23:52,✅,✅,0.4525547624,4,"How do i get faster
","How do I get faster?
"
74872134,schinese,2020.07.25 09:00,✅,✅,0.4782608747,3,怎么那么少图,Why are there so few pictures?
74606770,schinese,2020.07.20 14:15,✅,❌,0.4767063856,3,"[quote]用黑色译作背景，用文章谱写铭记 
欢迎光临我们的网站 [url=https://www.blacklist.ink/]黑名鉴赏[/url] 
点击关注我们发现更多好游戏 [url=https://store.steampowered.com/curator/9619592-Blacklist_//]黑名组[/url] 点击加入我们 [url=https://steamcommunity.com/groups/Blacklistgroup_/]黑名单[/url][/quote]《Bhop PRO》这是一款第一人称视角的平台跳跃游戏，当然玩过CS的玩家应该都比较熟悉，作为独立出来作为游戏，在各个方面上都作了一定的简单化，现在只需要一直按住空格连跳加速，就可以顺畅跳过一个个关卡，作为新手来所还是比较不错的，但是习惯了CS的手感玩这个总感觉有点不顺手，可能是自己菜吧","[quote]Use black as a background, and compose memories with articles.
Welcome to our website [url=https://www.blacklist.ink/]Blacklist Appreciation[/url]
Follow us to discover more great games [url=https://store.steampowered.com/curator/9619592-Blacklist_//]Blacklist Group[/url] Click to join us [url=https://steamcommunity.com/groups/Blacklistgroup_/]Blacklist[/url][/quote] ""Bhop PRO"" is a first-person platformer. Players who've played Counter-Strike should be familiar with it. As a standalone game, it's been simplified in many ways. Now, just hold down the spacebar to accelerate and jump, and you can smoothly skip levels. It's quite good for beginners, but after getting used to the feel of Counter-Strike, this one feels a bit off. Maybe it's just my inexperience."
73550578,schinese,2020.06.31 11:53,❌,✅,0.7134763002,19,;)早知道拿这钱去买sq游戏了;),;) I should have used this money to buy SQ games;)
72681221,english,2020.06.14 19:43,❌,✅,0.8189861774,98,"terrible game, not worth the money that i spent on it, honestly this shit sucked mad balls.","terrible game, not worth the money that i spent on it, honestly this shit sucked mad balls."
72378635,english,2020.06.09 21:24,❌,✅,0.7915819287,80,Movement is actual shit,Movement is actual shit
72297359,russian,2020.06.08 17:28,❌,❌,0.6312602758,13,"У друга игра запускается в VR и при подключении к серверу вылетает.
Прыжок на скролл мыши не работает - персонаж застывает на одном месте.","A friend's game starts in VR and crashes when connecting to the server.
Jumping with the mouse scroll doesn't work—the character freezes in place."
72220825,russian,2020.06.07 14:23,❌,✅,0.5381640792,9,Беспричинно открывает Окулус ВР и крашится при запуске своего или чужого сервера. Буэ,Oculus VR opens for no reason and crashes when launching its own or someone else's server.
71367485,russian,2020.05.26 08:29,❌,✅,0.8622861505,88,Лучше попрыгать в реальной жизни.,It's better to jump in real life.
70546909,russian,2020.05.09 21:46,✅,✅,0.4684323072,3,"Начну с того, что не просек, как увеличивать скорость своего бега) Я человек, который раньше не играл в проекты подобного жанра. Нужно в первую очередь обучение для самых лютых новичков вроде меня)

Еще странно не видеть своих ног. Для меня лично.

В целом игрушка интересная и имеет потенциал. Но прежде, чем делать новые уровни, я бы отполировал геймплейные моменты.

И да, игра онлайновая, так что весь ее потенциал можно прочувствовать только в игре с друзьями)

Успехов с дальнейшим развитием проекта и с движением к релизу!","I'll start by saying I haven't figured out how to increase my running speed. I'm someone who hasn't played games of this genre before. First and foremost, there needs to be a tutorial for hardcore newbies like me.

It's also weird not being able to see my own legs. For me personally.

Overall, the game is interesting and has potential. But before making new levels, I'd polish the gameplay aspects.

And yes, the game is online, so its full potential can only be truly experienced when playing with friends.

Good luck with the further development of the project and the progress towards release!"
70498757,russian,2020.05.08 21:34,✅,✅,0.4843572378,3,"Задумка хорошая, но пока нечего больше сказать. Можно было бы неплохо поиграть с друзьями, если бы они у меня были.","The idea is good, but there's nothing more to say for now. It would be a good game to play with friends, if I had any."
70491239,russian,2020.05.08 18:26,✅,✅,0.5729013681,16,"Купил, поиграл с другом. Понравилось прям как в кс. Аж чувство ностальгии. Но есть одно но. Хочется побольше новых и разнообразных карт. Очень хотим чтобы разработчик услышал и добавил. А так прикольно.","I bought it and played with a friend. I loved it, just like CS. It's a real nostalgia. But there's one thing. I'd like more new and varied maps. We really want the developer to listen and add them. It's pretty cool."
70485224,russian,2020.05.08 15:45,✅,✅,0.5,1,"Игра для любителей баннихопа как в старой доброй кс. Пока что оценивать почти нечего: неплохая система распрыжки, сетевой режим, несколько тестовых карт. Для раннего доступа , ну наверное нормально. Ждем обновлений с хотябы детальными картами , для более достойной оценки и надеюсь автор добавит создание карт пользователями через воркшоп. Было бы неплохо делиться картами. Пока негатива сказать не могу, так что ожидаем прогресса.","A game for bunnyhop lovers, just like good old CS. There's not much to evaluate yet: a decent bunny hop system, a multiplayer mode, and a few test maps. For early access, it's probably okay. We're waiting for updates with at least detailed maps for a more definitive evaluation, and I hope the author will add user-created maps through a workshop. Sharing maps would be nice. I can't say anything negative yet, so we're looking forward to progress."
70482757,russian,2020.05.08 14:31,✅,✅,0.4624090493,2,Видел такое в КС 1.6,I saw this in CS 1.6.
70482199,russian,2020.05.08 14:14,✅,✅,0.5103507638,6,"Ну. Обычный раннер/банихоп по типу того мода что была у КС.
За 250р норм. Надо только привыкнуть. А вот смену управления бы завезти.
Надо переназначить прыжок на колесико.","Well. A standard runner/bunnyhop, like the mod CS had.
For 250 rubles, it's fine. You just need to get used to it. A control change would be nice, though.
Jumping needs to be remapped to the wheel."
70482134,russian,2020.05.08 14:12,✅,✅,0.4761904776,1,"Для раннего доступа сойдет. Надеюсь разраб не опустит руки и будет дальше рабоать над игрой. Мне как любителю данного режима, игра понравилась.
","It's fine for Early Access. I hope the developer doesn't give up and continues working on the game. As a fan of this mode, I enjoyed the game."
70482132,russian,2020.05.08 14:12,✅,✅,0.5264387131,11,"Игра классная, но надо еще немного доделать. Побольше разнообразия во внешности, картах и т.п.

The game is cool, but we need to finish a little more. More variety in appearance, maps, etc.","The game is cool, but we need to finish a little more. More variety in appearance, maps, etc.

The game is cool, but we need to finish a little more. More variety in appearance, maps, etc."
